Name_Manga;Name_Char;Role_Char;Url_Char
Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?;Asplay, Lillia;Supporting;https://myanimelist.net/character/148751/Lillia_Asplay
Mushishi;Ginko;Main;https://myanimelist.net/character/425/Ginko
Mushishi;Karibusa, Tanyuu;Supporting;https://myanimelist.net/character/13714/Tanyuu_Karibusa
Mushishi;Nui;Supporting;https://myanimelist.net/character/5167/Nui
Mushishi;Adashino;Supporting;https://myanimelist.net/character/4071/Adashino
Mushishi;Shino;Supporting;https://myanimelist.net/character/120079/Shino
Mushishi;Sui;Supporting;https://myanimelist.net/character/23796/Sui
Mushishi;Kaoru;Supporting;https://myanimelist.net/character/116277/Kaoru
Mushishi;Maho;Supporting;https://myanimelist.net/character/23845/Maho
Mushishi;Ioroi, Shinra;Supporting;https://myanimelist.net/character/23764/Shinra_Ioroi
Mushishi;Koro;Supporting;https://myanimelist.net/character/19708/Koro
Watashitachi no Shiawase na Jikan;Yuu;Main;https://myanimelist.net/character/28263/Yuu
Watashitachi no Shiawase na Jikan;Mutou, Juri;Main;https://myanimelist.net/character/28264/Juri_Mutou
Watashitachi no Shiawase na Jikan;Inoue, Jirou;Supporting;https://myanimelist.net/character/35096/Jirou_Inoue
Watashitachi no Shiawase na Jikan;Mutou, Mother;Supporting;https://myanimelist.net/character/153262/Mother_Mutou
Watashitachi no Shiawase na Jikan;Monica;Supporting;https://myanimelist.net/character/31162/Monica
One Punch-Man;Saitama;Main;https://myanimelist.net/character/73935/Saitama
One Punch-Man;Genos;Main;https://myanimelist.net/character/73979/Genos
One Punch-Man;Mumen Rider;Supporting;https://myanimelist.net/character/81935/Mumen_Rider
One Punch-Man;Tatsumaki;Supporting;https://myanimelist.net/character/81929/Tatsumaki
One Punch-Man;Sonic;Supporting;https://myanimelist.net/character/74167/Sonic
One Punch-Man;Garou;Supporting;https://myanimelist.net/character/112889/Garou
One Punch-Man;Fubuki;Supporting;https://myanimelist.net/character/81931/Fubuki
One Punch-Man;Metal Bat;Supporting;https://myanimelist.net/character/127446/Metal_Bat
One Punch-Man;King;Supporting;https://myanimelist.net/character/94239/King
One Punch-Man;Puripuri Prisoner;Supporting;https://myanimelist.net/character/86029/Puripuri_Prisoner
Kakukaku Shikajika;Hidaka, Kenzou;Main;https://myanimelist.net/character/127863/Kenzou_Hidaka
Kakukaku Shikajika;Hayashi, Akiko;Main;https://myanimelist.net/character/127862/Akiko_Hayashi
Kakukaku Shikajika;Futami;Supporting;https://myanimelist.net/character/127865/Futami
Kozure Ookami;Ogami, Ittou;Main;https://myanimelist.net/character/13583/Ittou_Ogami
Kozure Ookami;Ogami, Daigorou;Main;https://myanimelist.net/character/10220/Daigorou_Ogami
Kozure Ookami;Yagyuu, Retsudou;Main;https://myanimelist.net/character/17949/Retsudou_Yagyuu
Kozure Ookami;Yamada, Asaemon;Supporting;https://myanimelist.net/character/12955/Asaemon_Yamada
Ashita no Joe;Yabuki, Joe;Main;https://myanimelist.net/character/11804/Joe_Yabuki
Ashita no Joe;Rikiishi, Tooru;Main;https://myanimelist.net/character/20185/Tooru_Rikiishi
Ashita no Joe;Tange, Danpei;Main;https://myanimelist.net/character/46019/Danpei_Tange
Ashita no Joe;Rivera, Carlos;Supporting;https://myanimelist.net/character/46053/Carlos_Rivera
Ashita no Joe;Shiraki, Yoko;Supporting;https://myanimelist.net/character/46051/Yoko_Shiraki
Ashita no Joe;"Mendoza, Jos&eacute;";Supporting;https://myanimelist.net/character/46057/Jos_eacute__Mendoza
Ashita no Joe;Kim, Yong-bi;Supporting;https://myanimelist.net/character/107695/Yong-bi_Kim
Ashita no Joe;Sachi;Supporting;https://myanimelist.net/character/85465/Sachi
Ashita no Joe;Nishi, Kan'ichi;Supporting;https://myanimelist.net/character/46043/Kanichi_Nishi
Ashita no Joe;Gondo, Goromaki;Supporting;https://myanimelist.net/character/101933/Goromaki_Gondo
Natsume Yuujinchou;Natsume, Takashi;Main;https://myanimelist.net/character/13783/Takashi_Natsume
Natsume Yuujinchou;Madara;Main;https://myanimelist.net/character/13784/Madara
Natsume Yuujinchou;Natsume, Reiko;Supporting;https://myanimelist.net/character/13886/Reiko_Natsume
Natsume Yuujinchou;Tanuma, Kaname;Supporting;https://myanimelist.net/character/13888/Kaname_Tanuma
Natsume Yuujinchou;Kogitsune;Supporting;https://myanimelist.net/character/15446/Kogitsune
Natsume Yuujinchou;Matoba, Seiji;Supporting;https://myanimelist.net/character/31303/Seiji_Matoba
Natsume Yuujinchou;Natori, Shuuichi;Supporting;https://myanimelist.net/character/13887/Shuuichi_Natori
Natsume Yuujinchou;Taki, Tooru;Supporting;https://myanimelist.net/character/19515/Tooru_Taki
Natsume Yuujinchou;Hinoe;Supporting;https://myanimelist.net/character/19455/Hinoe
Natsume Yuujinchou;Tree Youkai;Supporting;https://myanimelist.net/character/45009/Tree_Youkai
Monogatari Series: Second Season;Senjougahara, Hitagi;Main;https://myanimelist.net/character/22037/Hitagi_Senjougahara
Monogatari Series: Second Season;Oshino, Shinobu;Main;https://myanimelist.net/character/23602/Shinobu_Oshino
Monogatari Series: Second Season;Araragi, Koyomi;Main;https://myanimelist.net/character/22036/Koyomi_Araragi
Monogatari Series: Second Season;Kaiki, Deishuu;Main;https://myanimelist.net/character/53641/Deishuu_Kaiki
Monogatari Series: Second Season;Hanekawa, Tsubasa;Main;https://myanimelist.net/character/22055/Tsubasa_Hanekawa
Monogatari Series: Second Season;Hachikuji, Mayoi;Main;https://myanimelist.net/character/22052/Mayoi_Hachikuji
Monogatari Series: Second Season;Kanbaru, Suruga;Main;https://myanimelist.net/character/22054/Suruga_Kanbaru
Monogatari Series: Second Season;Sengoku, Nadeko;Main;https://myanimelist.net/character/22050/Nadeko_Sengoku
Monogatari Series: Second Season;Numachi, Rouka;Main;https://myanimelist.net/character/106591/Rouka_Numachi
Monogatari Series: Second Season;Oshino, Ougi;Supporting;https://myanimelist.net/character/90393/Ougi_Oshino
Houseki no Kuni;Phosphophyllite;Main;https://myanimelist.net/character/110355/Phosphophyllite
Houseki no Kuni;Diamond;Supporting;https://myanimelist.net/character/123151/Diamond
Houseki no Kuni;Antarcticite;Supporting;https://myanimelist.net/character/123177/Antarcticite
Houseki no Kuni;Cinnabar;Supporting;https://myanimelist.net/character/110357/Cinnabar
Houseki no Kuni;Bort;Supporting;https://myanimelist.net/character/123153/Bort
Houseki no Kuni;Rutile;Supporting;https://myanimelist.net/character/123149/Rutile
Houseki no Kuni;Padparadscha;Supporting;https://myanimelist.net/character/155534/Padparadscha
Houseki no Kuni;Lapis Lazuli;Supporting;https://myanimelist.net/character/155705/Lapis_Lazuli
Houseki no Kuni;Yellow Diamond;Supporting;https://myanimelist.net/character/123155/Yellow_Diamond
Houseki no Kuni;Jade;Supporting;https://myanimelist.net/character/123163/Jade
Death Note;Lawliet, L;Main;https://myanimelist.net/character/71/L_Lawliet
Death Note;Yagami, Light;Main;https://myanimelist.net/character/80/Light_Yagami
Death Note;Ryuk;Main;https://myanimelist.net/character/75/Ryuk
Death Note;River, Nate;Supporting;https://myanimelist.net/character/464/Nate_River
Death Note;Amane, Misa;Supporting;https://myanimelist.net/character/835/Misa_Amane
Death Note;Keehl, Mihael;Supporting;https://myanimelist.net/character/463/Mihael_Keehl
Death Note;Jeevas, Mail;Supporting;https://myanimelist.net/character/2730/Mail_Jeevas
Death Note;Mikami, Teru;Supporting;https://myanimelist.net/character/1904/Teru_Mikami
Death Note;Matsuda, Touta;Supporting;https://myanimelist.net/character/1906/Touta_Matsuda
Death Note;Rem;Supporting;https://myanimelist.net/character/1905/Rem
Haikyuu!!;Hinata, Shouyou;Main;https://myanimelist.net/character/64769/Shouyou_Hinata
Haikyuu!!;Kageyama, Tobio;Main;https://myanimelist.net/character/64771/Tobio_Kageyama
Haikyuu!!;Nishinoya, Yuu;Supporting;https://myanimelist.net/character/67327/Yuu_Nishinoya
Haikyuu!!;Oikawa, Tooru;Supporting;https://myanimelist.net/character/71611/Tooru_Oikawa
Haikyuu!!;Tsukishima, Kei;Supporting;https://myanimelist.net/character/67329/Kei_Tsukishima
Haikyuu!!;Kuroo, Tetsurou;Supporting;https://myanimelist.net/character/71269/Tetsurou_Kuroo
Haikyuu!!;Kozume, Kenma;Supporting;https://myanimelist.net/character/71267/Kenma_Kozume
Haikyuu!!;Sugawara, Koushi;Supporting;https://myanimelist.net/character/67321/Koushi_Sugawara
Haikyuu!!;Bokuto, Koutarou;Supporting;https://myanimelist.net/character/101165/Koutarou_Bokuto
Haikyuu!!;Tanaka, Ryuunosuke;Supporting;https://myanimelist.net/character/67325/Ryuunosuke_Tanaka
Vinland Saga;Thorfinn;Main;https://myanimelist.net/character/10138/Thorfinn
Vinland Saga;Askeladd;Main;https://myanimelist.net/character/13020/Askeladd
Vinland Saga;Canute;Main;https://myanimelist.net/character/17438/Canute
Vinland Saga;Thorkell;Supporting;https://myanimelist.net/character/17440/Thorkell
Vinland Saga;Thors;Supporting;https://myanimelist.net/character/13021/Thors
Vinland Saga;Hild;Supporting;https://myanimelist.net/character/131589/Hild
Vinland Saga;Gudrid;Supporting;https://myanimelist.net/character/104493/Gudrid
Vinland Saga;Snake;Supporting;https://myanimelist.net/character/79913/Snake
Vinland Saga;Ylva;Supporting;https://myanimelist.net/character/27876/Ylva
Vinland Saga;Bjorn;Supporting;https://myanimelist.net/character/19485/Bjorn
Akira;Kaneda, Shoutarou;Main;https://myanimelist.net/character/2588/Shoutarou_Kaneda
Akira;Shima, Tetsuo;Main;https://myanimelist.net/character/2589/Tetsuo_Shima
Akira;Kei;Main;https://myanimelist.net/character/9875/Kei
Akira;Akira;Main;https://myanimelist.net/character/24735/Akira
Akira;Miyako;Main;https://myanimelist.net/character/91891/Miyako
Akira;Shikishima;Supporting;https://myanimelist.net/character/16288/Shikishima
Akira;Kai;Supporting;https://myanimelist.net/character/28166/Kai
Akira;Chiyoko;Supporting;https://myanimelist.net/character/91889/Chiyoko
Akira;Kaori;Supporting;https://myanimelist.net/character/16289/Kaori
Akira;Yamagata;Supporting;https://myanimelist.net/character/20463/Yamagata
Monogatari Series: Final Season;Oshino, Shinobu;Main;https://myanimelist.net/character/23602/Shinobu_Oshino
Monogatari Series: Final Season;Araragi, Koyomi;Main;https://myanimelist.net/character/22036/Koyomi_Araragi
Monogatari Series: Final Season;Kanbaru, Suruga;Main;https://myanimelist.net/character/22054/Suruga_Kanbaru
Monogatari Series: Final Season;Oshino, Ougi;Main;https://myanimelist.net/character/90393/Ougi_Oshino
Monogatari Series: Final Season;Ononoki, Yotsugi;Main;https://myanimelist.net/character/57499/Yotsugi_Ononoki
Monogatari Series: Final Season;Senjougahara, Hitagi;Supporting;https://myanimelist.net/character/22037/Hitagi_Senjougahara
Monogatari Series: Final Season;Hanekawa, Tsubasa;Supporting;https://myanimelist.net/character/22055/Tsubasa_Hanekawa
Monogatari Series: Final Season;Hachikuji, Mayoi;Supporting;https://myanimelist.net/character/22052/Mayoi_Hachikuji
Monogatari Series: Final Season;Sengoku, Nadeko;Supporting;https://myanimelist.net/character/22050/Nadeko_Sengoku
Monogatari Series: Final Season;Oshino, Meme;Supporting;https://myanimelist.net/character/22552/Meme_Oshino
Re:Zero kara Hajimeru Isekai Seikatsu;Emilia;Main;https://myanimelist.net/character/118737/Emilia
Re:Zero kara Hajimeru Isekai Seikatsu;Natsuki, Subaru;Main;https://myanimelist.net/character/118735/Subaru_Natsuki
Re:Zero kara Hajimeru Isekai Seikatsu;Rem;Supporting;https://myanimelist.net/character/118763/Rem
Re:Zero kara Hajimeru Isekai Seikatsu;Argyle, Felix;Supporting;https://myanimelist.net/character/118777/Felix_Argyle
Re:Zero kara Hajimeru Isekai Seikatsu;Ram;Supporting;https://myanimelist.net/character/118765/Ram
Re:Zero kara Hajimeru Isekai Seikatsu;Beatrice;Supporting;https://myanimelist.net/character/118767/Beatrice
Re:Zero kara Hajimeru Isekai Seikatsu;Romanée-Conti, Petelgeuse;Supporting;https://myanimelist.net/character/141521/Petelgeuse_Romanée-Conti
Re:Zero kara Hajimeru Isekai Seikatsu;Pack;Supporting;https://myanimelist.net/character/137541/Pack
Re:Zero kara Hajimeru Isekai Seikatsu;Karsten, Crusch;Supporting;https://myanimelist.net/character/118775/Crusch_Karsten
Re:Zero kara Hajimeru Isekai Seikatsu;van Astrea, Wilhelm;Supporting;https://myanimelist.net/character/118779/Wilhelm_van_Astrea
Kino no Tabi: The Beautiful World;Kino;Main;https://myanimelist.net/character/87/Kino
Kino no Tabi: The Beautiful World;Hermes;Main;https://myanimelist.net/character/88/Hermes
Kino no Tabi: The Beautiful World;Shizu;Supporting;https://myanimelist.net/character/13970/Shizu
Kino no Tabi: The Beautiful World;Kino (original);Supporting;https://myanimelist.net/character/3872/Kino_original
Kino no Tabi: The Beautiful World;Sakura;Supporting;https://myanimelist.net/character/15429/Sakura
Kino no Tabi: The Beautiful World;Riku;Supporting;https://myanimelist.net/character/15428/Riku
Kino no Tabi: The Beautiful World;Photo;Supporting;https://myanimelist.net/character/155149/Photo
Kino no Tabi: The Beautiful World;Shishou;Supporting;https://myanimelist.net/character/57697/Shishou
Kino no Tabi: The Beautiful World;Tii;Supporting;https://myanimelist.net/character/140398/Tii
Kino no Tabi: The Beautiful World;Tchuhachkova, Nimya;Supporting;https://myanimelist.net/character/23360/Nimya_Tchuhachkova
Bastard;Seon, Jin;Main;https://myanimelist.net/character/161248/Jin_Seon
Real;Nomiya, Tomomi;Main;https://myanimelist.net/character/8732/Tomomi_Nomiya
Real;Togawa, Kiyoharu;Main;https://myanimelist.net/character/12236/Kiyoharu_Togawa
Real;Takahashi, Hisanobu;Main;https://myanimelist.net/character/17211/Hisanobu_Takahashi
Real;Shiratori, Kazuo;Supporting;https://myanimelist.net/character/141308/Kazuo_Shiratori
Real;Yamashita, Natsumi;Supporting;https://myanimelist.net/character/77091/Natsumi_Yamashita
Real;Mitsuru, Nagano;Supporting;https://myanimelist.net/character/42180/Nagano_Mitsuru
Real;Hitoshi, Yamauchi;Supporting;https://myanimelist.net/character/33507/Yamauchi_Hitoshi
Real;Tora, Katsuta;Supporting;https://myanimelist.net/character/33506/Katsuta_Tora
Real;Azumi, Kumi;Supporting;https://myanimelist.net/character/33473/Kumi_Azumi
Nana;Osaki, Nana;Main;https://myanimelist.net/character/702/Nana_Osaki
Nana;Komatsu, Nana;Main;https://myanimelist.net/character/701/Nana_Komatsu
Nana;Okazaki, Shinichi;Supporting;https://myanimelist.net/character/1424/Shinichi_Okazaki
Nana;Terashima, Nobuo;Supporting;https://myanimelist.net/character/2449/Nobuo_Terashima
Nana;Takagi, Yasushi;Supporting;https://myanimelist.net/character/2450/Yasushi_Takagi
Nana;Honjou, Ren;Supporting;https://myanimelist.net/character/1425/Ren_Honjou
Nana;Ichinose, Takumi;Supporting;https://myanimelist.net/character/2451/Takumi_Ichinose
Nana;Serizawa, Layla;Supporting;https://myanimelist.net/character/2089/Layla_Serizawa
Nana;Saotome, Junko;Supporting;https://myanimelist.net/character/8017/Junko_Saotome
Nana;Shinoda, Miu;Supporting;https://myanimelist.net/character/7344/Miu_Shinoda
Beck;Minami, Maho;Main;https://myanimelist.net/character/2755/Maho_Minami
Beck;Tanaka, Yukio;Main;https://myanimelist.net/character/676/Yukio_Tanaka
Beck;Minami, Ryuusuke;Main;https://myanimelist.net/character/4170/Ryuusuke_Minami
Beck;Chiba, Tsunemi;Main;https://myanimelist.net/character/4946/Tsunemi_Chiba
Beck;Taira, Yoshiyuki;Main;https://myanimelist.net/character/308/Yoshiyuki_Taira
Beck;Sakurai, Yuuji;Main;https://myanimelist.net/character/4613/Yuuji_Sakurai
Beck;Saitou, Kenichi;Supporting;https://myanimelist.net/character/7395/Kenichi_Saitou
Beck;Lee, Eddie;Supporting;https://myanimelist.net/character/7399/Eddie_Lee
Beck;Reed, Matt;Supporting;https://myanimelist.net/character/20298/Matt_Reed
Beck;Masuoka, Hiromi;Supporting;https://myanimelist.net/character/20347/Hiromi_Masuoka
Shigatsu wa Kimi no Uso;Miyazono, Kaori;Main;https://myanimelist.net/character/69411/Kaori_Miyazono
Shigatsu wa Kimi no Uso;Arima, Kousei;Main;https://myanimelist.net/character/69407/Kousei_Arima
Shigatsu wa Kimi no Uso;Sawabe, Tsubaki;Main;https://myanimelist.net/character/69409/Tsubaki_Sawabe
Shigatsu wa Kimi no Uso;Watari, Ryouta;Main;https://myanimelist.net/character/69405/Ryouta_Watari
Shigatsu wa Kimi no Uso;Igawa, Emi;Supporting;https://myanimelist.net/character/85841/Emi_Igawa
Shigatsu wa Kimi no Uso;Seto, Koharu;Supporting;https://myanimelist.net/character/120711/Koharu_Seto
Shigatsu wa Kimi no Uso;Aiza, Nagi;Supporting;https://myanimelist.net/character/114053/Nagi_Aiza
Shigatsu wa Kimi no Uso;Aiza, Takeshi;Supporting;https://myanimelist.net/character/85839/Takeshi_Aiza
Shigatsu wa Kimi no Uso;Seto, Hiroko;Supporting;https://myanimelist.net/character/114051/Hiroko_Seto
Shigatsu wa Kimi no Uso;Kashiwagi, Nao;Supporting;https://myanimelist.net/character/81725/Nao_Kashiwagi
Umineko no Naku Koro ni Chiru;Beatrice;Main;https://myanimelist.net/character/10285/Beatrice
Umineko no Naku Koro ni Chiru;Ushiromiya, Battler;Main;https://myanimelist.net/character/14040/Battler_Ushiromiya
Umineko no Naku Koro ni Chiru;Bernkastel, Frederica;Main;https://myanimelist.net/character/11840/Frederica_Bernkastel
Umineko no Naku Koro ni Chiru;Furudo, Erika;Main;https://myanimelist.net/character/36045/Erika_Furudo
Umineko no Naku Koro ni Chiru;Ushiromiya, Ange;Main;https://myanimelist.net/character/19407/Ange_Ushiromiya
Umineko no Naku Koro ni Chiru;Lambdadelta;Main;https://myanimelist.net/character/10196/Lambdadelta
Umineko no Naku Koro ni Chiru;Ushiromiya, Maria;Supporting;https://myanimelist.net/character/8555/Maria_Ushiromiya
Umineko no Naku Koro ni Chiru;Kanon;Supporting;https://myanimelist.net/character/14045/Kanon
Umineko no Naku Koro ni Chiru;Knox, Dlanor A.;Supporting;https://myanimelist.net/character/36046/Dlanor_A_Knox
Umineko no Naku Koro ni Chiru;Eva-Beatrice;Supporting;https://myanimelist.net/character/21257/Eva-Beatrice
Ginga Eiyuu Densetsu;Yang, Wen-li;Main;https://myanimelist.net/character/2780/Wen-li_Yang
Ginga Eiyuu Densetsu;von Lohengramm, Reinhard;Main;https://myanimelist.net/character/3066/Reinhard_von_Lohengramm
Ginga Eiyuu Densetsu;von Reuenthal, Oskar;Main;https://myanimelist.net/character/6026/Oskar_von_Reuenthal
Ginga Eiyuu Densetsu;von Oberstein, Paul;Main;https://myanimelist.net/character/12898/Paul_von_Oberstein
Ginga Eiyuu Densetsu;Kircheis, Siegfried;Main;https://myanimelist.net/character/12550/Siegfried_Kircheis
Ginga Eiyuu Densetsu;Mittermeyer, Wolfgang;Main;https://myanimelist.net/character/12778/Wolfgang_Mittermeyer
Ginga Eiyuu Densetsu;"von Sch&ouml;nkopf, Walter";Main;https://myanimelist.net/character/5897/Walter_von_Sch_ouml_nkopf
Ginga Eiyuu Densetsu;Minci, Julian;Main;https://myanimelist.net/character/12779/Julian_Minci
Ginga Eiyuu Densetsu;von Mariendorf, Hildegard;Main;https://myanimelist.net/character/12911/Hildegard_von_Mariendorf
Ginga Eiyuu Densetsu;Attenborough, Dusty;Main;https://myanimelist.net/character/3869/Dusty_Attenborough
Rurouni Kenshin: Meiji Kenkaku Romantan;Himura, Kenshin;Main;https://myanimelist.net/character/147/Kenshin_Himura
Rurouni Kenshin: Meiji Kenkaku Romantan;Sagara, Sanosuke;Main;https://myanimelist.net/character/149/Sanosuke_Sagara
Rurouni Kenshin: Meiji Kenkaku Romantan;Kamiya, Kaoru;Main;https://myanimelist.net/character/148/Kaoru_Kamiya
Rurouni Kenshin: Meiji Kenkaku Romantan;Myoujin, Yahiko;Main;https://myanimelist.net/character/150/Yahiko_Myoujin
Rurouni Kenshin: Meiji Kenkaku Romantan;Saitou, Hajime;Supporting;https://myanimelist.net/character/1409/Hajime_Saitou
Rurouni Kenshin: Meiji Kenkaku Romantan;Seta, Soujirou;Supporting;https://myanimelist.net/character/2895/Soujirou_Seta
Rurouni Kenshin: Meiji Kenkaku Romantan;Shishio, Makoto;Supporting;https://myanimelist.net/character/3683/Makoto_Shishio
Rurouni Kenshin: Meiji Kenkaku Romantan;Hiko, Seijuurou;Supporting;https://myanimelist.net/character/2406/Seijuurou_Hiko
Rurouni Kenshin: Meiji Kenkaku Romantan;Shinomori, Aoshi;Supporting;https://myanimelist.net/character/1238/Aoshi_Shinomori
Rurouni Kenshin: Meiji Kenkaku Romantan;Yukishiro, Tomoe;Supporting;https://myanimelist.net/character/2616/Tomoe_Yukishiro
Hunter x Hunter;Zoldyck, Killua;Main;https://myanimelist.net/character/27/Killua_Zoldyck
Hunter x Hunter;Freecss, Gon;Main;https://myanimelist.net/character/30/Gon_Freecss
Hunter x Hunter;Kurapika;Main;https://myanimelist.net/character/28/Kurapika
Hunter x Hunter;Paladiknight, Leorio;Main;https://myanimelist.net/character/29/Leorio_Paladiknight
Hunter x Hunter;Morow, Hisoka;Supporting;https://myanimelist.net/character/31/Hisoka_Morow
Hunter x Hunter;Meruem;Supporting;https://myanimelist.net/character/23277/Meruem
Hunter x Hunter;Lucilfer, Chrollo;Supporting;https://myanimelist.net/character/58/Chrollo_Lucilfer
Hunter x Hunter;Neferpitou;Supporting;https://myanimelist.net/character/12300/Neferpitou
Hunter x Hunter;Netero, Isaac;Supporting;https://myanimelist.net/character/14489/Isaac_Netero
Hunter x Hunter;Pohtoh, Feitan;Supporting;https://myanimelist.net/character/3195/Feitan_Pohtoh
Aria;Mizunashi, Akari;Main;https://myanimelist.net/character/378/Akari_Mizunashi
Aria;Carroll, Alice;Main;https://myanimelist.net/character/382/Alice_Carroll
Aria;Florence, Alicia;Main;https://myanimelist.net/character/379/Alicia_Florence
Aria;Granzchesta, Aika S.;Main;https://myanimelist.net/character/380/Aika_S_Granzchesta
Aria;Pokoteng, Aria;Main;https://myanimelist.net/character/4786/Aria_Pokoteng
Aria;Glory, Athena;Main;https://myanimelist.net/character/383/Athena_Glory
Aria;Ferrari, Akira E.;Main;https://myanimelist.net/character/381/Akira_E_Ferrari
Aria;Aino, Ai;Supporting;https://myanimelist.net/character/12388/Ai_Aino
Aria;Cat Sith;Supporting;https://myanimelist.net/character/14703/Cat_Sith
Aria;Maa;Supporting;https://myanimelist.net/character/8803/Maa
